City,Monthly Average pm10,Monthly Average pm2.5,Monthly Average carbon_monoxide,Monthly Average nitrogen_dioxide,Monthly Average sulphur_dioxide,Monthly Average ozone,Monthly Average dust,Monthly Average uv_index,Monthly Average ammonia
Beijing,124.1366958618164 136.6136932373047 94.82352447509766 66.63513946533203 73.44247436523438 61.70249938964844 79.0707015991211 110.392333984375 125.1786117553711 115.53467559814453 120.0999984741211 179.51451110839844,84.61827850341797 94.59910583496094 63.08414077758789 42.217777252197266 49.504703521728516 41.24208450317383 52.907928466796875 74.98548126220703 84.52693939208984 78.70000457763672 82.10458374023438 124.767333984375,3061.563232421875 2646.360107421875 1303.1209716796875 585.7416381835938 677.5430297851562 483.6625061035156 551.1558837890625 795.975830078125 992.2625122070312 1170.7808837890625 1327.4666748046875 1833.9476318359375,94.07890319824219 94.66324615478516 71.83319854736328 55.14139175415039 64.80457305908203 54.73278045654297 53.83131790161133 72.857666015625 66.95513916015625 50.91841506958008 44.641109466552734 51.42876434326172,96.99341583251953 87.24024963378906 61.804969787597656 45.61430740356445 53.97392654418945 47.95361328125 31.664112091064453 43.51357650756836 51.09749984741211 60.98346710205078 79.19721984863281 120.68588256835938,16.143817901611328 15.873512268066406 30.134408950805664 39.338890075683594 51.63306427001953 74.38055419921875 70.29032135009766 51.20698928833008 27.35555648803711 11.620967864990234 14.42361068725586 12.21505355834961,8.72580623626709 2.3645832538604736 13.354838371276855 17.336111068725586 7.844086170196533 7.527777671813965 8.021505355834961 5.86155891418457 7.962500095367432 4.6169352531433105 5.820833206176758 1.9462366104125977,0.2674058973789215 0.4255208373069763 0.7880375981330872 1.07729172706604 1.3186155557632446 1.7668750286102295 1.6146506071090698 1.3317204713821411 1.0184721946716309 0.7601478099822998 0.379027783870697 0.23151881992816925,nan nan nan nan nan nan nan nan nan nan nan nan
Kharkiv,18.809946060180664 15.776933670043945 18.728897094726562 14.507360458374023 11.007122993469238 11.522916793823242 8.946371078491211 13.06021499633789 14.444722175598145 11.847984313964844 12.268611907958984 12.355108261108398,7.044623851776123 6.673065185546875 9.43938159942627 11.35152816772461 12.035887718200684 13.785139083862305 12.151747703552246 9.368279457092285 8.399999618530273 5.083333492279053 4.014305591583252 8.030914306640625,214.94219970703125 222.90625 212.14920043945312 172.57916259765625 160.65591430664062 147.35972595214844 165.14381408691406 194.9274139404297 215.36111450195312 221.63978576660156 223.8652801513672 226.98789978027344,12.457056045532227 12.409374237060547 12.4461030960083 7.722361087799072 9.760618209838867 8.894027709960938 7.677419185638428 11.101478576660156 11.86388874053955 10.166129112243652 11.514166831970215 11.175537109375,7.149529457092285 5.133258819580078 4.409811496734619 2.4329166412353516 2.308198928833008 1.859305500984192 1.7401881217956543 2.1875 2.826111078262329 3.5392472743988037 3.8195834159851074 3.67217755317688,47.7392463684082 57.11458206176758 53.57526779174805 57.72083282470703 60.95295715332031 60.80833435058594 67.122314453125 66.01344299316406 51.30694580078125 43.83333206176758 38.468055725097656 37.879032135009766,2.1236557960510254 0.0729166641831398 1.477150559425354 3.179166555404663 0.5994623899459839 1.644444465637207 0.21370968222618103 1.5967742204666138 2.105555534362793 0.9220430254936218 0.22361111640930176 0.16263440251350403,0.1074596717953682 0.21994048357009888 0.39106184244155884 0.7009027600288391 1.2161961793899536 1.387638807296753 1.564045786857605 1.5229837894439697 0.9789583086967468 0.37365591526031494 0.13180555403232574 0.06760752946138382,nan 0.3223484754562378 0.7930107712745667 0.5206944346427917 0.5629032254219055 0.6188889145851135 0.7180107831954956 0.9716398119926453 0.9783333539962769 0.6711021065711975 0.4119444489479065 0.24932795763015747
Lahore,187.9766082763672 112.59703063964844 95.00994110107422 65.36888885498047 64.78105163574219 80.55278015136719 70.21559143066406 140.29127502441406 77.82555389404297 96.68763732910156 125.76652526855469 157.35040283203125,130.81504821777344 76.51607513427734 64.50389862060547 43.47666549682617 41.97701644897461 52.31930160522461 44.34166717529297 57.38589096069336 46.55708694458008 60.274864196777344 83.41056060791016 109.800537109375,3901.0283203125 2160.94482421875 1477.090087890625 1119.0888671875 582.6397705078125 1154.302734375 586.8319702148438 717.1787719726562 795.3778076171875 1127.35888671875 1493.7125244140625 2153.741943359375,94.70060729980469 65.37842559814453 48.821773529052734 43.033470153808594 22.56841468811035 44.59347152709961 25.93010711669922 32.60712432861328 34.42569351196289 45.68454360961914 51.101806640625 63.706050872802734,27.117538452148438 20.31034278869629 21.044355392456055 14.778888702392578 15.077284812927246 17.832500457763672 10.780241966247559 12.904167175292969 13.432639122009277 15.703495025634766 18.685138702392578 27.380107879638672,57.85483932495117 65.0625 68.8548355102539 81.40555572509766 104.92204284667969 104.86944580078125 106.11559295654297 103.54570007324219 96.42222595214844 82.32392120361328 61.1875 75.24059295654297,2.655914068222046 8.941964149475098 7.895161151885986 9.30555534362793 14.345430374145508 16.198610305786133 19.92338752746582 170.35618591308594 25.101388931274414 19.141128540039062 7.043055534362793 1.5712366104125977,0.4462365508079529 0.8802083134651184 1.1170698404312134 1.614791750907898 1.7389112710952759 1.8565971851348877 1.6600135564804077 1.7897849082946777 1.588263988494873 1.179099440574646 0.6450694799423218 0.5034946203231812,nan nan nan nan nan nan nan nan nan nan nan nan
Delhi,170.81277465820312 125.368896484375 104.13481140136719 75.5655517578125 90.2422103881836 78.0727767944336 62.89112854003906 164.8728485107422 77.57319641113281 109.3548355102539 146.14320373535156 141.76075744628906,116.51182556152344 81.84255981445312 68.7643814086914 48.077083587646484 55.53050994873047 47.480003356933594 38.313575744628906 51.849327087402344 43.02527618408203 51.735076904296875 94.55708312988281 97.8048324584961,2520.463623046875 1439.09228515625 1420.845458984375 986.058349609375 937.9879150390625 760.8069458007812 472.633056640625 521.0859985351562 635.8499755859375 775.0859985351562 1339.4375 1547.23388671875,81.32836151123047 63.80952453613281 64.6040267944336 50.85902786254883 56.43252944946289 47.67222213745117 26.574058532714844 30.952957153320312 32.52527618408203 35.680912017822266 51.128196716308594 49.957393646240234,69.99812316894531 66.38794708251953 55.143009185791016 42.78763961791992 46.49919128417969 40.56097412109375 24.269622802734375 19.56169319152832 25.649723052978516 24.2553768157959 40.31610870361328 51.97930145263672,50.850807189941406 69.28571319580078 62.86021423339844 80.99028015136719 89.54301452636719 81.13749694824219 99.79704284667969 76.94355010986328 93.87777709960938 83.3991928100586 71.60277557373047 76.61289978027344,11.38575267791748 23.251487731933594 16.104839324951172 19.551389694213867 31.411291122436523 28.899999618530273 23.364246368408203 265.92205810546875 43.27083206176758 88.09408569335938 15.404166221618652 2.045698881149292,0.6260080933570862 1.1193453073501587 1.326612949371338 1.7095834016799927 1.782795786857605 1.7583333253860474 1.5387768745422363 1.703494668006897 1.6129860877990723 1.373387098312378 0.7422916889190674 0.6444892287254333,nan nan nan nan nan nan nan nan nan nan nan nan
Skopje,37.935482025146484 33.15386962890625 27.735618591308594 19.036666870117188 15.407391548156738 15.563194274902344 19.185081481933594 15.435080528259277 22.577638626098633 28.936155319213867 24.272083282470703 36.14019012451172,12.40107536315918 16.36919593811035 15.82325267791748 13.037500381469727 13.115457534790039 15.01388931274414 10.517204284667969 10.631048202514648 10.5559720993042 10.547715187072754 8.866388320922852 25.80120849609375,312.0309143066406 279.21429443359375 233.88844299316406 182.6125030517578 155.28628540039062 158.4263916015625 154.21774291992188 171.8010711669922 185.90138244628906 217.25 253.02638244628906 314.7083435058594,17.642606735229492 15.41808032989502 13.020430564880371 9.193194389343262 7.604166507720947 8.44124984741211 6.620026588439941 6.913575649261475 9.498332977294922 14.253629684448242 18.45888900756836 21.138978958129883,8.415658950805664 7.509151458740234 6.462500095367432 4.784722328186035 3.262500047683716 3.8080556392669678 3.1151881217956543 3.2008063793182373 4.087083339691162 6.908199310302734 6.900972366333008 7.988978385925293,34.54838562011719 50.8898811340332 58.8763427734375 64.0875015258789 62.67204284667969 68.64305877685547 78.95027160644531 76.32527160644531 62.11527633666992 50.06855010986328 35.526390075683594 28.622312545776367,1.0819892883300781 1.336309552192688 0.6774193644523621 0.6888889074325562 1.7096774578094482 1.3472222089767456 6.5806450843811035 1.4502688646316528 5.534722328186035 5.092741966247559 0.33888888359069824 0.38306450843811035,0.19731183350086212 0.46852678060531616 0.7394489645957947 1.0105555057525635 1.3004032373428345 1.6920833587646484 2.259005308151245 1.8244624137878418 1.2801388502120972 0.7684811949729919 0.3186805546283722 0.2150537669658661,nan 0.6279355883598328 0.9041666984558105 0.7590277791023254 0.5193548202514648 0.6312500238418579 0.9993279576301575 1.0022850036621094 1.1633332967758179 1.0245968103408813 0.7315278053283691 0.5262096524238586
Kiev,9.602150917053223 12.34985065460205 10.071505546569824 10.152777671813965 8.610349655151367 7.282222270965576 6.932526588439941 8.399596214294434 12.717361450195312 10.144489288330078 7.0780558586120605 9.526344299316406,4.531854629516602 7.733184814453125 7.530241966247559 9.63277816772461 10.443145751953125 11.811805725097656 11.780375480651855 9.152016639709473 8.538333892822266 6.5102152824401855 4.10236120223999 5.934005260467529,159.25537109375 165.15774536132812 150.98924255371094 139.84861755371094 119.28763580322266 116.54305267333984 137.27957153320312 155.7970428466797 187.3736114501953 189.9274139404297 180.7736053466797 196.41262817382812,6.672513484954834 6.455655097961426 4.682258129119873 2.7329165935516357 2.153897762298584 2.046250104904175 2.732123613357544 2.9431450366973877 3.8415277004241943 5.144085884094238 5.957499980926514 7.540053367614746,0.7906585931777954 0.9101935029029846 0.6110215187072754 0.6608332991600037 0.8469085693359375 0.38513892889022827 0.44838711619377136 0.41774195432662964 1.043888807296753 0.9012096524238586 0.6918055415153503 0.7814516425132751,46.88172149658203 55.90922546386719 65.79032135009766 70.28055572509766 74.16397857666016 74.95833587646484 66.90859985351562 68.82257843017578 68.43333435058594 47.5107536315918 44.32777786254883 44.432796478271484,0.29301074147224426 0.0386904776096344 0.05510752648115158 0.2638888955116272 0.08736559003591537 0.11249999701976776 0.025537634268403053 0.28629031777381897 0.8958333134651184 1.1397849321365356 0.008333333767950535 0.0,0.05483870953321457 0.16302083432674408 0.3456317186355591 0.6697916388511658 1.2291666269302368 1.3443750143051147 1.2241263389587402 1.0635080337524414 0.87583327293396 0.26821237802505493 0.08520833402872086 0.04220430180430412,nan 2.830681800842285 6.709005355834961 4.134166717529297 1.8495967388153076 2.2065277099609375 2.1499998569488525 2.6893818378448486 3.8283331394195557 1.5595431327819824 1.149027705192566 0.6647849678993225
Kolkata,196.23037719726562 114.44122314453125 96.91854858398438 81.80569458007812 55.9387092590332 44.337501525878906 19.48064422607422 65.07029724121094 34.23236083984375 89.99771118164062 115.04652404785156 101.20121765136719,136.38307189941406 78.12053680419922 66.690185546875 56.05875015258789 36.765052795410156 28.644306182861328 12.463440895080566 38.48521423339844 22.255693435668945 57.97594451904297 77.2098617553711 69.11693572998047,1700.6666259765625 1140.793212890625 1023.5994873046875 684.0639038085938 474.7432861328125 312.0263977050781 183.02284240722656 310.2137145996094 276.66943359375 668.508056640625 880.9874877929688 794.6531982421875,82.75013732910156 57.985565185546875 53.68803405761719 33.59000015258789 24.090457916259766 15.040555953979492 5.495161056518555 8.353360176086426 8.424583435058594 20.16384506225586 25.77027702331543 23.393144607543945,57.480106353759766 34.43050765991211 29.76102066040039 26.868194580078125 17.893278121948242 11.76097297668457 7.245564937591553 14.733601570129395 10.867777824401855 25.008468627929688 31.218055725097656 29.59449005126953,69.19220733642578 80.03571319580078 82.30376434326172 110.45972442626953 90.51747131347656 89.15416717529297 61.059139251708984 81.58467864990234 71.2763900756836 98.08736419677734 97.46111297607422 82.51344299316406,1.6666666269302368 1.476190447807312 0.9852150678634644 1.206944465637207 1.3575268983840942 2.13611102104187 0.8172042965888977 27.0 3.5222222805023193 8.458333015441895 2.1819443702697754 0.5819892287254333,0.7526881694793701 1.248288631439209 1.2997983694076538 1.660069465637207 1.6254703998565674 1.405347228050232 1.7338037490844727 1.3332661390304565 1.1874306201934814 1.186155915260315 1.001597285270691 0.8581989407539368,nan nan nan nan nan nan nan nan nan nan nan nan
Santiago,34.675270080566406 67.60655212402344 57.75322341918945 80.51652526855469 116.00672149658203 120.85292053222656 71.58628845214844 53.41908645629883 41.643192291259766 33.88091278076172 26.38638687133789 27.12110137939453,23.6435489654541 46.55253219604492 39.972713470458984 55.78166961669922 80.86640167236328 84.35041809082031 49.73212432861328 37.03333282470703 28.70430564880371 23.072446823120117 18.08277702331543 18.864517211914062,547.40185546875 957.4761962890625 1215.6800537109375 1876.9222412109375 2858.642578125 3669.26123046875 1478.3870849609375 1112.899169921875 733.602783203125 664.752685546875 465.6777648925781 421.8306579589844,23.321640014648438 38.15595245361328 44.52136993408203 68.65638732910156 98.23078155517578 118.98430633544922 69.62164306640625 54.463172912597656 39.30986022949219 33.50712585449219 25.88791847229004 22.014785766601562,14.488037109375 19.215103149414062 21.804302215576172 25.44639015197754 37.3403205871582 32.55291748046875 59.348655700683594 43.622982025146484 33.6602783203125 23.490859985351562 19.222917556762695 18.31707000732422,61.002689361572266 67.7514877319336 54.47177505493164 58.99583435058594 55.56182861328125 42.19444274902344 46.995967864990234 48.68010711669922 43.35972213745117 56.06182861328125 62.18611145019531 72.37096405029297,0.016129031777381897 0.03125 0.012096773833036423 0.0 0.008064515888690948 0.0 0.0 0.018817204982042313 0.02083333395421505 0.02016128972172737 0.004166666883975267 0.02688172087073326,2.981922149658203 2.4412946701049805 1.9090725183486938 1.0182639360427856 0.562231183052063 0.36868056654930115 0.4386424720287323 0.6956989169120789 0.988611102104187 1.7086020708084106 2.279444456100464 2.971975564956665,nan nan nan nan nan nan nan nan nan nan nan nan
Buenos Aires,11.28991985321045 15.374702453613281 13.930779457092285 14.603194236755371 16.445161819458008 21.372360229492188 11.180241584777832 10.234946250915527 10.868888854980469 9.108199119567871 10.81277847290039 10.663037300109863,7.608333587646484 10.331250190734863 9.360349655151367 9.86805534362793 11.292338371276855 14.725138664245605 7.4639787673950195 6.867607593536377 7.214444160461426 6.152553558349609 7.157777786254883 6.888306140899658,182.25807189941406 260.2008972167969 235.18145751953125 310.1944580078125 396.8467712402344 408.9972229003906 246.72715759277344 243.09945678710938 193.3333282470703 191.18817138671875 199.6972198486328 168.06585693359375,17.835216522216797 26.50320053100586 25.53346824645996 29.581249237060547 32.84690856933594 31.633333206176758 20.568817138671875 18.538307189941406 14.23263931274414 12.191801071166992 11.649861335754395 9.66142463684082,15.140053749084473 17.22916603088379 15.791666984558105 19.501527786254883 22.52392578125 25.644025802612305 9.627553939819336 7.193279266357422 5.709305763244629 5.462365627288818 4.61763858795166 5.652822971343994,36.67338562011719 37.41071319580078 36.40188217163086 21.387500762939453 14.466398239135742 10.695833206176758 26.280914306640625 32.42204284667969 39.08194351196289 46.95026779174805 47.522220611572266 52.899192810058594,0.0 0.0 0.0 0.0 0.0 0.0 0.0026881720405071974 0.02688172087073326 0.09583333134651184 0.06317204236984253 0.2611111104488373 0.32258063554763794,2.7627687454223633 2.2357144355773926 1.7452956438064575 0.9561805725097656 0.564717710018158 0.39125001430511475 0.42688173055648804 0.7352822422981262 0.9528471827507019 1.7825268507003784 2.4325692653656006 2.5073251724243164,nan nan nan nan nan nan nan nan nan nan nan nan
Hanoi,83.42809295654297 70.24702453613281 74.28763580322266 76.84486389160156 52.813575744628906 58.80555725097656 50.0360221862793 66.14717864990234 51.34722137451172 52.982662200927734 64.85472106933594 53.605648040771484,57.805641174316406 47.81547546386719 50.33198928833008 52.6430549621582 35.9998664855957 40.756526947021484 34.538978576660156 46.213443756103516 35.52694320678711 36.37070083618164 43.69874954223633 36.897178649902344,1003.5349731445312 722.3794555664062 755.3145141601562 667.75 540.9341430664062 547.5291748046875 501.6545715332031 687.1653442382812 616.4625244140625 701.9489135742188 802.54443359375 702.6478271484375,38.048316955566406 30.8002986907959 36.130645751953125 35.45291519165039 25.115859985351562 27.532777786254883 18.669757843017578 23.15766143798828 22.308889389038086 22.805511474609375 26.04569435119629 21.4747314453125,26.126611709594727 17.83095359802246 19.472312927246094 19.18666648864746 16.308467864990234 17.136667251586914 25.644622802734375 31.16424560546875 26.187639236450195 27.188844680786133 32.01972198486328 29.517473220825195,57.287635803222656 56.94196319580078 63.29570007324219 67.89027404785156 92.1518783569336 93.51944732666016 97.84542846679688 94.67204284667969 73.99583435058594 70.2486572265625 64.12638854980469 49.8615608215332,0.3776881694793701 0.0565476194024086 0.2405913919210434 0.31805557012557983 0.22043010592460632 0.06388889253139496 0.3655914068222046 0.11155913770198822 0.004166666883975267 0.037634409964084625 0.09166666865348816 0.05645161122083664,0.7911962866783142 0.6570684313774109 0.7681451439857483 0.7574304938316345 1.6539651155471802 1.4006249904632568 2.0589380264282227 1.6280242204666138 1.4168750047683716 1.361626386642456 1.037222146987915 0.7307795882225037,nan nan nan nan nan nan nan nan nan nan nan nan
Nairobi,19.374059677124023 20.775894165039062 25.088844299316406 28.41958236694336 30.713844299316406 45.79194259643555 27.35793113708496 20.103628158569336 19.44416618347168 12.21317195892334 13.569722175598145 16.83709716796875,13.265053749084473 14.071577072143555 17.327014923095703 19.813751220703125 21.304838180541992 31.11610984802246 17.95013427734375 13.473790168762207 13.097084045410156 7.915591716766357 9.338889122009277 11.107660293579102,515.008056640625 514.8169555664062 714.5416870117188 962.6375122070312 1035.9583740234375 1206.423583984375 380.7083435058594 284.3387145996094 312.375 230.752685546875 294.2749938964844 309.8709716796875,8.521169662475586 8.16956901550293 12.666263580322266 20.049861907958984 22.911022186279297 25.738332748413086 10.807123184204102 7.122849464416504 7.207777976989746 5.46854829788208 7.08472204208374 5.4393815994262695,3.765188217163086 3.951934337615967 4.875671863555908 5.575139045715332 6.616800785064697 8.607500076293945 5.618413925170898 4.276747226715088 4.391111373901367 3.2638442516326904 3.3862500190734863 3.2482526302337646,69.44085693359375 73.73809814453125 63.86559295654297 50.00694274902344 58.29301071166992 71.93611145019531 61.67338562011719 60.522850036621094 67.15416717529297 53.522850036621094 45.227779388427734 56.54301071166992,0.44354838132858276 0.3229166567325592 0.1827957034111023 0.11249999701976776 0.29973119497299194 3.444444417953491 4.5806450843811035 1.5645161867141724 1.3055555820465088 2.478494644165039 0.6708333492279053 3.3830645084381104,2.6523520946502686 2.9376487731933594 2.4083333015441895 1.9452084302902222 1.902822494506836 1.6122915744781494 1.55961012840271 1.9641801118850708 2.485347270965576 2.8445565700531006 2.359513759613037 2.8044354915618896,nan nan nan nan nan nan nan nan nan nan nan nan
Dnipro,20.64865493774414 18.787500381469727 20.943817138671875 17.448055267333984 12.881854057312012 14.877361297607422 12.87540340423584 16.707796096801758 15.192083358764648 17.71290397644043 17.47624969482422 23.2434139251709,7.3223114013671875 7.524255752563477 10.03575325012207 11.147638320922852 13.011962890625 12.66069507598877 11.499462127685547 10.029435157775879 8.916388511657715 6.406586170196533 4.621388912200928 15.945833206176758,236.31048583984375 247.55357360839844 229.64920043945312 203.58888244628906 179.61558532714844 167.54861450195312 184.47177124023438 216.81048583984375 214.09584045410156 239.33737182617188 244.93472290039062 270.8978576660156,12.534879684448242 12.358110427856445 11.377957344055176 8.925415992736816 9.445967674255371 8.544722557067871 7.882795333862305 11.859946250915527 9.869028091430664 9.581451416015625 10.224305152893066 10.88736629486084,8.723856925964355 8.580059051513672 9.28602123260498 5.867916584014893 5.518682479858398 5.594861030578613 6.080242156982422 7.309811592102051 3.7055554389953613 7.991800785064697 7.14763879776001 7.2127685546875,45.502689361572266 56.40625 54.96639633178711 54.78888702392578 63.14112854003906 64.67082977294922 70.91129302978516 70.94220733642578 56.07222366333008 48.7486572265625 40.31111145019531 35.57526779174805,1.9005376100540161 0.2276785671710968 1.1357526779174805 2.9749999046325684 0.6612903475761414 1.8958333730697632 0.2432795763015747 1.5255376100540161 2.6736111640930176 1.6155914068222046 0.24166665971279144 0.30645161867141724,0.11787635087966919 0.24910713732242584 0.4363575279712677 0.6000694036483765 1.256250023841858 1.471736192703247 1.6764785051345825 1.6137096881866455 1.0536805391311646 0.4657929837703705 0.16805554926395416 0.07909946888685226,nan 0.4211174249649048 0.8111559152603149 0.5483332872390747 0.5126343965530396 0.585277795791626 0.6458333134651184 0.914919376373291 0.941527783870697 0.6676075458526611 0.39750000834465027 0.27661290764808655
Shanghai,89.87096405029297 55.853126525878906 61.88669204711914 59.09000015258789 51.93601989746094 96.67292022705078 79.3361587524414 56.32164001464844 59.76041793823242 68.16236877441406 71.81986236572266 118.02903747558594,58.975135803222656 35.112648010253906 39.422447204589844 38.32374954223633 34.94435501098633 66.7518081665039 54.427955627441406 36.03306579589844 38.43888854980469 42.347713470458984 46.996944427490234 78.89126586914062,2240.09814453125 950.24853515625 786.89111328125 696.6638793945312 604.768798828125 979.8388671875 971.8951416015625 598.3656005859375 668.6624755859375 793.4193725585938 1290.6722412109375 1930.290283203125,83.1692886352539 69.45387268066406 75.44489288330078 68.25111389160156 69.9266128540039 87.53194427490234 63.81545639038086 57.02083206176758 60.32611083984375 61.41720199584961 57.241943359375 63.337501525878906,115.25605010986328 49.72931671142578 65.2130355834961 84.01541900634766 88.58279418945312 86.76513671875 49.97930145263672 33.7870979309082 34.89583206176758 39.106719970703125 68.98194122314453 108.89771270751953,13.043010711669922 21.209821701049805 24.565860748291016 33.79722213745117 35.81182861328125 26.808332443237305 41.42473220825195 48.567203521728516 41.6069450378418 27.895160675048828 16.075000762939453 9.025537490844727,3.701612949371338 0.5342261791229248 4.278225898742676 6.463889122009277 1.4502688646316528 1.0722222328186035 0.025537634268403053 1.6048387289047241 0.4263888895511627 2.4139785766601562 2.3736112117767334 0.7217742204666138,0.5345430374145508 0.6676338911056519 0.9247311949729919 1.3046526908874512 1.443010687828064 1.1895833015441895 1.649193525314331 1.808333396911621 1.2081249952316284 0.9555107951164246 0.6891666650772095 0.4399193525314331,nan nan nan nan nan nan nan nan nan nan nan nan
Tirana,16.356855392456055 19.811309814453125 16.138978958129883 13.935555458068848 13.892473220825195 15.258611679077148 21.433198928833008 14.81088638305664 20.09055519104004 20.241666793823242 9.492639541625977 16.9189510345459,5.601344108581543 8.835714340209961 6.758333683013916 7.159722328186035 9.225403785705566 10.340556144714355 9.608870506286621 9.995698928833008 9.102222442626953 8.622849464416504 4.356944561004639 11.643414497375488,180.40188598632812 185.45535278320312 167.60215759277344 156.71665954589844 142.71371459960938 152.15834045410156 158.7970428466797 168.13441467285156 168.19166564941406 166.4233856201172 167.16250610351562 199.18280029296875,10.157526969909668 9.297544479370117 8.623656272888184 7.400694370269775 7.582258224487305 8.33263874053955 7.219623565673828 7.629838943481445 9.286944389343262 9.372983932495117 9.248749732971191 12.927285194396973,3.913306474685669 3.703348159790039 2.9672043323516846 2.791249990463257 2.702285051345825 2.878472328186035 2.701075315475464 2.688575267791748 2.966944456100464 3.4552419185638428 2.412916660308838 3.553628921508789,54.23521423339844 67.62946319580078 73.20429992675781 72.3125 67.45429992675781 73.42082977294922 87.76747131347656 81.61425018310547 68.52361297607422 63.74193572998047 58.32500076293945 49.209678649902344,0.9717742204666138 2.514880895614624 0.9704301357269287 0.42222222685813904 2.643817186355591 2.347222328186035 6.709677219390869 1.2526881694793701 6.2791666984558105 6.232526779174805 0.36666667461395264 0.6787634491920471,0.25208333134651184 0.5562499761581421 0.8139112591743469 1.0543055534362793 1.365792989730835 1.728055477142334 2.384946346282959 1.8307124376296997 1.3050694465637207 0.8290994167327881 0.3412500023841858 0.2563171982765198,nan 1.017992377281189 1.5286290645599365 1.549861192703247 1.3814517259597778 1.852222204208374 2.2723116874694824 2.1303763389587402 2.4320833683013916 1.9282257556915283 1.1569443941116333 1.2799731492996216
Yekaterinburg,11.370698928833008 15.043302536010742 13.049864768981934 14.47791576385498 27.2434139251709 19.955833435058594 18.849193572998047 13.191129684448242 11.550556182861328 7.720026969909668 6.404027462005615 5.890322685241699,7.061155796051025 10.192410469055176 7.391800880432129 9.89597225189209 18.854032516479492 13.653888702392578 12.192070007324219 8.979435920715332 7.863194465637207 5.0625 4.0188889503479 4.058602333068848,164.71505737304688 205.90625 144.68414306640625 150.64305114746094 176.6720428466797 136.23194885253906 178.93414306640625 174.68414306640625 200.5513916015625 196.10079956054688 207.61805725097656 213.51881408691406,14.944354057312012 26.63541603088379 9.635618209838867 11.761249542236328 8.588709831237793 7.511111259460449 3.7743279933929443 4.81169319152832 7.291250228881836 5.881048202514648 8.536805152893066 10.793817520141602,7.571371078491211 12.323288917541504 4.474462509155273 4.627222537994385 4.517876625061035 2.901111125946045 2.6084675788879395 3.620295763015747 4.473055839538574 3.172714948654175 4.179583549499512 3.8952958583831787,60.20295715332031 54.095237731933594 66.95698547363281 66.94166564941406 81.38172149658203 64.7874984741211 65.69489288330078 56.58198928833008 51.98472213745117 47.8629035949707 45.17777633666992 52.5013427734375,2.9771504402160645 1.069940447807312 6.056451797485352 0.8472222089767456 0.899193525314331 1.225000023841858 3.423387050628662 0.3615591526031494 0.20694445073604584 0.5147849321365356 1.4208333492279053 0.08736559003591537,0.06438172608613968 0.17172619700431824 0.4219758212566376 0.7730554938316345 1.1750000715255737 1.179861068725586 1.3407930135726929 1.030443549156189 0.6262499690055847 0.2207661271095276 0.07673610746860504 0.04374999925494194,nan nan nan nan nan nan nan nan nan nan nan nan
Almaty,75.23615264892578 68.77619171142578 54.8469123840332 47.68291473388672 35.67070007324219 27.0402774810791 19.57204246520996 18.43521499633789 21.53902816772461 24.46142578125 30.039859771728516 36.869354248046875,52.47311782836914 46.70743942260742 35.26612854003906 27.94888687133789 23.52231216430664 17.264305114746094 12.106183052062988 11.331183433532715 13.128889083862305 14.633064270019531 19.531944274902344 24.97997283935547,1719.056396484375 1342.5045166015625 781.9583129882812 489.49444580078125 479.70025634765625 397.14166259765625 229.52149963378906 240.97715759277344 306.7930603027344 439.8373718261719 643.3680419921875 813.6075439453125,118.62513732910156 92.50081634521484 56.99341583251953 39.95597457885742 32.76384353637695 26.192222595214844 9.89758014678955 10.939919471740723 16.6512508392334 20.31707000732422 27.52638816833496 33.3138427734375,199.84078979492188 163.51629638671875 143.2997283935547 127.26360321044922 83.96949005126953 59.34833526611328 21.2180118560791 22.825807571411133 36.469722747802734 45.98454284667969 66.62152862548828 83.23749542236328,32.36827850341797 47.5148811340332 55.772850036621094 67.17916870117188 77.75940704345703 96.9736099243164 100.07392120361328 89.58736419677734 68.28472137451172 59.61693572998047 55.4194450378418 60.80376434326172,0.7096773982048035 5.726190567016602 14.39919376373291 24.745832443237305 7.2728495597839355 9.41944408416748 7.622311592102051 7.155913829803467 8.329166412353516 10.768816947937012 5.269444465637207 3.4838709831237793,0.31142473220825195 0.5390625 0.9811155796051025 1.542152762413025 1.8349461555480957 1.7851389646530151 2.0840725898742676 1.6408603191375732 1.0625693798065186 0.7234542965888977 0.4397222399711609 0.2742607593536377,nan nan nan nan nan nan nan nan nan nan nan nan
